Year,Gov_agency_Cod,Sup_Gov_agency_Cod,Planned,Released,Gov_agency_Name,Sup_Gov_agency_Name,Paid_out
2017,44205,53000,"396.561.932,39","302.214.714,87",Agencia Nacional de aÅguas,Ministerio do Desenvolvimento Regional,"302.214.714,87"
2017,44206,44000,"70.964.320,35","68.872.033,31",Instituto de Pesquisas Jardim Bota¢nico do Rio de Janeiro,Ministerio do Meio Ambiente,"68.862.949,79"
2017,44207,44000,"624.887.785,75","584.586.460,34",Instituto Chico Mendes de Conservacao da Biodiversidade,Ministerio do Meio Ambiente,"583.753.735,43"
2017,44208,22000,"42.109.666,37","13.524.098,26",Servico Florestal Brasileiro,"Ministerio da Agricultura, Pecuaria e Abastecimento","13.126.702,35"
2017,44902,44000,"24.905.989,00","23.166.881,00",Fundo Nacional sobre Mudanca no Clima,Ministerio do Meio Ambiente,"23.166.881,00"
2017,49000,49000,0,0,Ministerio do Desenvolvimento Agrario - Unidades com vinculo direto,Ministerio do Desenvolvimento Agrario,0
2017,49001,22000,"192.263.959,00","192.263.959,00",Fundo de Terras e da Reforma Agraria,"Ministerio da Agricultura, Pecuaria e Abastecimento","192.263.959,00"
2017,49901,39000,"2.538.760.973,89","2.485.537.714,11",Departamento do Fundo da Marinha Mercante,"Ministerio dos Transportes, Portos e Aviacao Civil","2.485.537.714,11"
2017,52000,52000,"836.230.002,97","479.108.464,31",Ministerio da Defesa - Unidades com vinculo direto,Ministerio da Defesa,"478.112.799,84"
2017,52111,52000,"24.124.809.134,64","22.438.416.145,67",Comando da Aeronautica,Ministerio da Defesa,"22.327.458.923,93"
2017,52121,52000,"42.335.256.751,09","40.323.617.065,78",Comando do Exercito,Ministerio da Defesa,"40.192.913.573,57"
2017,52131,52000,"24.734.456.360,50","23.803.248.686,32",Comando da Marinha,Ministerio da Defesa,"23.525.846.935,27"
2017,52132,52000,"778.412.848,11","549.737.231,27",Comando da Marinha - Fundo Naval,Ministerio da Defesa,"548.237.614,71"
2017,52133,52000,"76.328.601,54","71.063.412,42",Fundo de Desenvolvimento do Ensino Profissional Maritimo,Ministerio da Defesa,"61.247.887,76"
2017,52211,52000,"3.911.144,14","3.695.273,33",Caixa de Financiamento Imobiliario da Aeronautica,Ministerio da Defesa,"3.695.273,33"
2017,52221,52000,"235.511.664,12","204.540.065,87",Industria de Material Belico do Brasil,Ministerio da Defesa,"201.960.453,24"
2017,52222,52000,"22.207.816,57","21.585.942,83",Fundacao Osorio,Ministerio da Defesa,"21.585.942,83"
2017,52233,52000,"302.508.787,11","295.747.945,93",Amazonia Azul Tecnologia de Defesa S.A.,Ministerio da Defesa,"292.861.614,62"
2017,52904,52000,"1.283.347.462,93","1.124.972.620,20",Fundo do Exercito,Ministerio da Defesa,"1.113.584.814,63"
2017,53000,53000,"11.175.704.447,84","6.070.997.334,29",Ministerio do Desenvolvimento Regional - Unidades com vinculo direto,Ministerio do Desenvolvimento Regional,"6.069.179.885,83"
2017,53202,53000,"258.012.619,47","46.196.724,66",Superintendencia do Desenvolvimento da Amazonia,Ministerio do Desenvolvimento Regional,"43.815.047,79"
2017,53203,53000,"71.988.226,96","46.643.250,47",Superintendencia do Desenvolvimento do Nordeste,Ministerio do Desenvolvimento Regional,"46.643.250,47"
2017,53207,53000,"86.583.856,99","23.005.779,32",Superintendencia de Desenvolvimento do Centro-Oeste,Ministerio do Desenvolvimento Regional,"22.965.741,02"
2017,53901,53000,"2.430.376.978,00","2.257.717.165,83",Fundo Constitucional de Financiamento do Norte,Ministerio do Desenvolvimento Regional,"2.257.717.165,83"
2017,53902,53000,"2.430.376.978,00","2.257.717.165,83",Fundo Constitucional de Financiamento do Centro-Oeste,Ministerio do Desenvolvimento Regional,"2.257.717.165,83"
2017,53903,53000,"7.291.130.936,00","6.773.151.579,25",Fundo Constitucional de Financiamento do Nordeste,Ministerio do Desenvolvimento Regional,"6.773.151.579,25"
2017,54000,54000,"750.691.133,21","120.790.935,36",Ministerio do Turismo - Unidades com vinculo direto,Ministerio do Turismo,"120.547.185,36"
2017,54901,54000,"66.762.990,00","66.762.990,00",Fundo Geral de Turismo,Ministerio do Turismo,"66.762.990,00"
2017,55000,55000,"30.593.439.827,72","29.106.532.476,48",Ministerio da Cidadania - Unidades com vinculo direto,Ministerio da Cidadania,"29.070.412.366,59"
2017,55001,55000,"2.805.084.718,18","2.640.790.871,05",Fundo Nacional de Assistencia Social,Ministerio da Cidadania,"2.640.790.871,05"
2017,56901,39000,"151.372.919,42","135.967.028,06",Fundo Nacional de Seguranca e Educacao de Tra¢nsito,"Ministerio dos Transportes, Portos e Aviacao Civil","135.937.028,06"
2017,56902,53000,"50.943.378,38","6.221.014,35",Fundo Nacional de Habitacao de Interesse Social,Ministerio do Desenvolvimento Regional,"6.221.014,35"
2017,60000,20000,"1.696.948,26","1.429.386,83",Gabinete da Vice-Presidencia da Republica,Presidencia da Republica,"1.429.386,83"
2017,61201,25000,"366.123.244,24","353.294.250,50",Instituto de Pesquisa Economica Aplicada,Ministerio da Economia,"353.070.649,29"
2017,62000,39000,0,0,Secretaria de Aviacao Civil ,"Ministerio dos Transportes, Portos e Aviacao Civil",0
2017,62201,39000,"522.801.511,19","498.378.898,32",Agencia Nacional de Aviacao Civil,"Ministerio dos Transportes, Portos e Aviacao Civil","497.569.663,27"
2017,62901,39000,"2.922.685.852,96","2.810.509.725,29",Fundo Nacional de Aviacao Civil,"Ministerio dos Transportes, Portos e Aviacao Civil","2.810.504.905,79"
2017,63000,63000,"3.628.218.980,81","3.504.920.145,43",Advocacia-Geral da Uniao - Unidades com vinculo direto,Advocacia-Geral da Uniao,"3.501.408.711,74"
2017,64000,20000,"21.282.633,62","20.485.097,92",Secretaria de Direitos Humanos,Presidencia da Republica,"20.483.673,87"
2017,64901,57000,0,0,Fundo Nacional para a Crianca e o Adolescente,"Ministerio das Mulheres, Igualdade Racial, da Juventude e dos Direitos Humanos",0
2017,64902,57000,0,0,Fundo Nacional do Idoso,"Ministerio das Mulheres, Igualdade Racial, da Juventude e dos Direitos Humanos",0
2017,66000,37000,"73.669.066,56","72.829.190,05",Controladoria-Geral da Uniao,Ministerio da Transparencia e Controladoria-Geral da Uniao,"72.829.190,05"
2017,67000,20000,"1.027.940,23","690.756,16",Secretaria de Politicas de Promocao da Igualdade Racial,Presidencia da Republica,"690.756,16"
2017,68000,39000,0,0,Secretaria de Portos,"Ministerio dos Transportes, Portos e Aviacao Civil",0
2017,68201,39000,"152.904.327,58","146.300.820,06",Agencia Nacional de Transportes Aquaviarios,"Ministerio dos Transportes, Portos e Aviacao Civil","145.079.995,56"
2017,71902,25000,"38.811,48","38.811,48",Fundo Soberano do Brasil,Ministerio da Economia,"38.811,48"
2017,74917,53000,"1.116.929.404,00",0,Fundo de Desenvolvimento da Amazonia,Ministerio do Desenvolvimento Regional,0
2017,74918,53000,"701.115.553,05",0,Fundo de Desenvolvimento do Nordeste,Ministerio do Desenvolvimento Regional,0
2017,74919,53000,"301.489.142,24",0,Fundo de Desenvolvimento do Centro-Oeste,Ministerio do Desenvolvimento Regional,0
2017,91214,51000,"3.619.073,38","3.562.672,10",Autoridade Publica Olimpica,Ministerio do Esporte,"3.562.672,10"
2018,20101,20000,"2.547.415.637,71","1.355.548.183,71",Presidencia da Republica,Presidencia da Republica,"1.305.263.588,68"
2018,20116,20000,"195.389.614,33","176.633.388,76",Fundo de Imprensa Nacional,Presidencia da Republica,"174.684.350,54"
2018,20122,81000,"46.286.191,57","27.788.950,88",Secretaria Nacional de Politicas para Mulheres ,"Ministerio da Mulher, Familia e Direitos Humanos","27.722.812,84"
2018,20129,22000,"830.854.460,27","274.979.838,56",Secretaria Especial de Agricultura Familiar e do Desenvolvimento Agrario ,"Ministerio da Agricultura, Pecuaria e Abastecimento","270.978.657,08"
2018,20202,25000,"65.101.802,61","56.707.326,61",Fundacao Escola Nacional de Administracao Publica,Ministerio da Economia,"54.476.198,26"
2018,20203,55000,"866.265.106,45","135.598.032,39",Agencia Nacional do Cinema,Ministerio da Cidadania,"130.170.399,72"
2018,20301,24000,"978.433.225,79","927.848.090,80",Comissao Nacional de Energia Nuclear,"Ministerio da Ciencia, Tecnologia, Inovacoes e Comunicacoes","876.876.421,26"
2018,20302,32000,"401.058.528,56","400.703.361,93",Nuclebras Equipamentos Pesados S.A.,Ministerio de Minas e Energia,"368.003.248,58"
2018,20303,32000,"689.094.746,60","578.565.726,37",Industrias Nucleares do Brasil,Ministerio de Minas e Energia,"555.729.640,24"
2018,20402,24000,"37.396.047,71","25.885.889,27",Agencia Espacial Brasileira,"Ministerio da Ciencia, Tecnologia, Inovacoes e Comunicacoes","24.919.725,41"
2018,20403,55000,"47.621.541,56","46.195.740,76",Fundacao Casa de Rui Barbosa,Ministerio da Cidadania,"43.429.824,78"
2018,20404,55000,"106.992.813,02","103.138.676,76",Fundacao Biblioteca Nacional,Ministerio da Cidadania,"94.867.674,33"
2018,20408,55000,"29.007.130,25","19.522.669,69",Fundacao Cultural Palmares,Ministerio da Cidadania,"18.967.211,66"
2018,20411,55000,"496.759.730,80","392.421.416,07",Instituto do Patrimonio Historico e Artistico Nacional,Ministerio da Cidadania,"374.463.683,92"
2018,20412,55000,"115.800.452,44","95.678.471,72",Fundacao Nacional de Artes,Ministerio da Cidadania,"91.648.722,53"
2018,20415,20000,"680.131.922,17","585.356.601,44",Empresa Brasil de Comunicacao,Presidencia da Republica,"552.740.499,05"
2018,20501,24000,"1.695.884.759,40","1.507.018.238,35",Conselho Nacional de Desenvolvimento Cientifico e Tecnologico,"Ministerio da Ciencia, Tecnologia, Inovacoes e Comunicacoes","1.450.095.567,56"
2018,20502,24000,"130.692.896,39","130.692.896,39",Financiadora de Estudos e Projetos,"Ministerio da Ciencia, Tecnologia, Inovacoes e Comunicacoes","130.692.896,39"
2018,20603,25000,"184.437.778,68","175.819.705,02",Superintendencia da Zona Franca de Manaus,Ministerio da Economia,"167.983.309,60"
2018,20604,54000,"109.933.691,05","99.454.006,38",Instituto Brasileiro de Turismo,Ministerio do Turismo,"96.709.668,32"
2018,20701,44000,"1.467.380.255,16","1.406.268.441,60",Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renovaveis,Ministerio do Meio Ambiente,"1.329.059.918,12"
2018,20924,25000,"82.496.637,86","17.788.132,61",Fundo Nacional de Desenvolvimento  ,Ministerio da Economia,"17.788.132,61"
2018,22201,22000,"2.057.257.516,74","1.623.710.583,35",Instituto Nacional de Colonizacao e Reforma Agraria,"Ministerio da Agricultura, Pecuaria e Abastecimento","1.504.855.519,15"
2018,22202,22000,"3.747.019.642,46","3.483.077.831,81",Empresa Brasileira de Pesquisa Agropecuaria,"Ministerio da Agricultura, Pecuaria e Abastecimento","3.289.210.794,80"
2018,22203,53000,"1.543.443.597,93","828.365.246,95",Companhia de Desenvolvimento dos Vales do Sao Francisco e do Parnaiba,Ministerio do Desenvolvimento Regional,"758.833.597,00"
2018,22204,53000,"1.161.314.228,85","840.379.727,03",Departamento Nacional de Obras Contra as Secas,Ministerio do Desenvolvimento Regional,"784.089.894,64"
2018,22211,22000,"1.580.421.383,11","1.465.840.321,17",Companhia Nacional de Abastecimento,"Ministerio da Agricultura, Pecuaria e Abastecimento","1.383.332.328,40"
2018,22905,22000,"5.082.441.130,83","4.128.352.718,99",Fundo de Defesa da Economia Cafeeira,"Ministerio da Agricultura, Pecuaria e Abastecimento","4.128.352.718,99"
2018,24208,20000,"21.770.445,62","18.014.892,51",Instituto Nacional de Tecnologia da Informacao,Presidencia da Republica,"17.600.487,41"
2018,24209,24000,"84.965.022,41","69.155.893,01",Centro Nacional de Tecnologia Eletronica Avancada S.A.,"Ministerio da Ciencia, Tecnologia, Inovacoes e Comunicacoes","67.170.726,04"
2018,24901,24000,"1.825.836.261,13","1.717.558.786,76",Fundo Nacional de Desenvolvimento Cientifico e Tecnologico,"Ministerio da Ciencia, Tecnologia, Inovacoes e Comunicacoes","1.708.022.041,43"
2018,25000,25000,"1.338.143.997.824,35","1.323.300.837.039,42",Ministerio da Economia - Unidades com vinculo direto,Ministerio da Economia,"1.321.321.637.028,47"
2018,25201,25000,"3.586.572.860,46","3.586.572.860,46",Banco Central do Brasil - Orcamento Fiscal e Seguridade Social,Ministerio da Economia,"3.364.443.221,73"
2018,25203,25000,"257.389.275,65","242.902.685,74",Comissao de Valores Mobiliarios,Ministerio da Economia,"229.343.181,54"
2018,25205,25000,"2.756.947.523,58","2.710.669.603,34",Fundacao Instituto Brasileiro de Geografia e Estatistica,Ministerio da Economia,"2.558.812.932,46"
2018,25207,25000,"2.635.783.493,21","2.626.810.165,27",Servico Federal de Processamento de Dados,Ministerio da Economia,"1.316.116.283,26"
2018,25208,25000,"225.639.086,23","221.052.824,21",Superintendencia de Seguros Privados,Ministerio da Economia,"207.520.329,45"
2018,25901,25000,"1.075.087.572,00","409.934.506,47",Fundo de Compensacao de Variacoes Salariais ,Ministerio da Economia,"409.851.201,63"
2018,25904,25000,"41.301.897,68","41.300.011,03",Fundo de Estabilidade do Seguro Rural,Ministerio da Economia,"40.863.964,13"
2018,25914,25000,"2.041.926.752,65","1.382.110.346,94",Fundo de Garantia a† Exportacao,Ministerio da Economia,"1.382.110.346,94"
2018,25915,25000,"13.690.679.062,98","13.461.625.200,24",Fundo Constitucional do Distrito Federal,Ministerio da Economia,"13.437.520.183,76"
2018,25916,25000,"1.403.951,55","1.403.951,55",Fundo Contingente da Extinta RFFSA-FCMP,Ministerio da Economia,"1.403.951,55"
2018,26000,26000,"1.309.746.836,60","1.207.162.767,97",Ministerio da Educacao - Unidades com vinculo direto,Ministerio da Educacao,"1.164.087.802,44"
2018,26201,26000,"681.616.587,09","656.092.182,29",Colegio Pedro II,Ministerio da Educacao,"606.410.481,81"
2018,26230,26000,"224.662.792,75","201.822.441,36",Fundacao Universidade Federal do Vale do Sao Francisco,Ministerio da Educacao,"191.219.963,90"
2018,26231,26000,"1.021.096.374,93","977.927.116,49",Universidade Federal de Alagoas,Ministerio da Educacao,"912.333.588,01"
2018,26232,26000,"1.946.483.944,85","1.883.924.356,90",Universidade Federal da Bahia,Ministerio da Educacao,"1.762.352.297,26"
2018,26233,26000,"1.757.400.491,85","1.678.274.475,71",Universidade Federal do Ceara,Ministerio da Educacao,"1.561.061.621,68"
2018,26234,26000,"1.229.319.448,79","1.118.764.966,33",Universidade Federal do Espirito Santo,Ministerio da Educacao,"1.045.552.461,00"
2018,26235,26000,"1.526.742.591,70","1.484.707.029,55",Universidade Federal de Goias,Ministerio da Educacao,"1.388.424.773,64"
2018,26236,26000,"2.414.089.011,04","2.279.389.256,88",Universidade Federal Fluminense,Ministerio da Educacao,"2.135.851.954,45"
2018,26237,26000,"1.045.060.636,65","938.763.476,23",Universidade Federal de Juiz de Fora,Ministerio da Educacao,"885.151.180,80"
2018,26238,26000,"2.415.944.515,56","2.344.227.827,28",Universidade Federal de Minas Gerais,Ministerio da Educacao,"2.192.288.818,25"
2018,26239,26000,"1.583.149.751,52","1.505.677.726,52",Universidade Federal do Para,Ministerio da Educacao,"1.407.079.454,20"
2018,26240,26000,"1.839.599.030,63","1.786.888.724,88",Universidade Federal da Paraiba,Ministerio da Educacao,"1.644.951.036,25"
2018,26241,26000,"1.964.634.938,38","1.895.604.235,95",Universidade Federal do Parana,Ministerio da Educacao,"1.782.142.808,18"
2018,26242,26000,"1.867.017.473,16","1.806.649.522,75",Universidade Federal de Pernambuco ,Ministerio da Educacao,"1.684.544.069,95"
2018,26243,26000,"1.875.108.978,80","1.716.398.298,36",Universidade Federal do Rio Grande do Norte,Ministerio da Educacao,"1.595.071.654,65"
2018,26244,26000,"1.896.886.455,10","1.873.792.349,75",Universidade Federal do Rio Grande do Sul,Ministerio da Educacao,"1.759.158.537,76"
2018,26245,26000,"4.016.243.944,85","3.937.578.368,08",Universidade Federal do Rio de Janeiro,Ministerio da Educacao,"3.686.540.534,17"
2018,26246,26000,"1.982.789.397,65","1.857.294.675,67",Universidade Federal de Santa Catarina,Ministerio da Educacao,"1.731.709.981,71"
2018,26247,26000,"1.414.470.764,54","1.381.153.724,79",Universidade Federal de Santa Maria,Ministerio da Educacao,"1.281.092.157,44"
2018,26248,26000,"664.490.426,18","631.424.179,68",Universidade Federal Rural de Pernambuco,Ministerio da Educacao,"590.705.800,17"
2018,26249,26000,"679.175.679,17","649.087.576,44",Universidade Federal Rural do Rio de Janeiro ,Ministerio da Educacao,"603.875.259,09"
2018,26250,26000,"232.127.141,41","204.682.147,16",Universidade Federal de Roraima ,Ministerio da Educacao,"191.464.963,04"
2018,26251,26000,"377.849.811,22","338.581.344,84",Fundacao Universidade Federal do Tocantins,Ministerio da Educacao,"316.783.909,35"
2018,26252,26000,"807.469.555,49","749.514.960,15",Universidade Federal de Campina Grande,Ministerio da Educacao,"690.884.847,13"
2018,26253,26000,"264.447.506,31","239.164.441,99",Universidade Federal Rural da Amazonia,Ministerio da Educacao,"223.554.568,68"
2018,26254,26000,"614.835.054,91","585.881.690,73",Universidade Federal do Tria¢ngulo Mineiro,Ministerio da Educacao,"554.267.468,97"
2018,26255,26000,"278.821.158,43","265.681.432,01",Universidade Federal dos Vales do Jequitinhonha e Mucuri,Ministerio da Educacao,"249.675.143,24"
2018,26256,26000,"414.342.602,06","398.131.360,00",Centro Federal de Educacao Tecnologica Celso Suckow da Fonseca,Ministerio da Educacao,"366.926.214,80"
2018,26257,26000,"465.547.533,29","448.778.407,39",Centro Federal de Educacao Tecnologica de Minas Gerais,Ministerio da Educacao,"412.241.204,84"
2018,26258,26000,"997.576.221,15","926.988.031,11",Universidade Tecnologica Federal do Parana ,Ministerio da Educacao,"860.878.458,31"
2018,26260,26000,"231.569.395,03","219.742.311,78",Universidade Federal de Alfenas ,Ministerio da Educacao,"205.376.194,77"
2018,26261,26000,"240.560.864,80","219.551.511,97",Universidade Federal de Itajuba,Ministerio da Educacao,"199.897.287,07"
2018,26262,26000,"1.388.075.171,19","1.352.071.243,23",Universidade Federal de Sao Paulo,Ministerio da Educacao,"1.271.488.115,70"
2018,26263,26000,"420.411.299,74","368.039.136,22",Universidade Federal de Lavras ,Ministerio da Educacao,"339.645.982,02"
2018,26264,26000,"295.645.455,15","274.507.479,96",Universidade Federal Rural do Semi-aÅrido,Ministerio da Educacao,"254.360.228,77"
2018,26266,26000,"326.781.859,32","300.572.678,40",Fundacao Universidade Federal do Pampa,Ministerio da Educacao,"281.711.020,04"
2018,26267,26000,"166.172.446,29","153.626.323,10",Universidade Federal da Integracao Latino-Americana,Ministerio da Educacao,"145.276.638,33"
2018,26268,26000,"288.805.782,08","276.037.247,29",Fundacao Universidade Federal de Rondonia,Ministerio da Educacao,"258.721.611,52"
2018,26269,26000,"671.550.869,24","639.605.086,04",Universidade Federal do Estado do Rio de Janeiro,Ministerio da Educacao,"601.954.442,30"
2018,26270,26000,"856.236.633,46","804.474.430,57",Fundacao Universidade do Amazonas,Ministerio da Educacao,"749.519.533,78"
2018,26271,26000,"1.965.873.357,14","1.843.712.627,33",Fundacao Universidade de Brasilia,Ministerio da Educacao,"1.732.419.931,93"
2018,26272,26000,"883.923.472,28","862.483.110,98",Fundacao Universidade do Maranhao,Ministerio da Educacao,"803.091.378,63"
2018,26273,26000,"615.124.826,71","588.598.859,04",Universidade Federal do Rio Grande,Ministerio da Educacao,"554.909.939,52"
2018,26274,26000,"1.561.960.044,71","1.513.554.883,92",Fundacao Universidade Federal de Uberla¢ndia ,Ministerio da Educacao,"1.420.324.269,51"
2018,26275,26000,"369.076.042,87","329.358.233,95",Fundacao Universidade Federal do Acre,Ministerio da Educacao,"305.992.633,51"
2018,26276,26000,"1.018.574.389,73","1.000.360.517,65",Fundacao Universidade Federal do Mato Grosso,Ministerio da Educacao,"933.871.747,91"
2018,26277,26000,"444.526.817,46","430.040.110,90",Universidade Federal de Ouro Preto,Ministerio da Educacao,"403.496.862,37"
2018,26278,26000,"834.130.690,10","809.076.228,21",Fundacao Universidade Federal de Pelotas,Ministerio da Educacao,"750.814.715,69"
2018,26279,26000,"840.744.377,42","809.293.490,56",Fundacao Universidade Federal do Piaui,Ministerio da Educacao,"751.216.827,51"
2018,26280,26000,"636.889.820,43","620.535.307,25",Fundacao Universidade Federal de Sao Carlos,Ministerio da Educacao,"579.358.413,27"
2018,26281,26000,"807.137.293,78","754.001.701,98",Fundacao Universidade Federal de Sergipe,Ministerio da Educacao,"700.364.282,82"
2018,26282,26000,"940.499.398,77","916.788.979,57",Universidade Federal de Vicosa,Ministerio da Educacao,"849.341.644,33"
2018,26283,26000,"877.163.775,87","826.212.622,76",Fundacao Universidade Federal do Mato Grosso do Sul,Ministerio da Educacao,"776.310.429,54"
2018,26284,26000,"163.778.835,82","142.114.512,33",Fundacao Universidade Federal de Ciencias da Saude de Porto Alegre,Ministerio da Educacao,"132.458.139,98"
2018,26285,26000,"335.633.932,47","304.374.444,42",Fundacao Universidade Federal de Sao Joao Del-Rei,Ministerio da Educacao,"284.226.636,83"
2018,26286,26000,"271.387.445,67","187.746.954,62",Fundacao Universidade Federal do Amapa,Ministerio da Educacao,"175.403.452,39"
2018,26290,26000,"1.143.948.595,59","878.849.505,99",Instituto Nacional de Estudos e Pesquisas Educacionais Anisio Teixeira,Ministerio da Educacao,"872.878.244,32"
2018,26291,26000,"3.756.142.524,29","3.264.845.841,61",Fundacao Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior,Ministerio da Educacao,"3.259.179.089,20"
2018,26292,26000,"133.127.240,51","128.775.959,40",Fundacao Joaquim Nabuco,Ministerio da Educacao,"121.021.305,08"
2018,26294,26000,"1.477.346.809,52","1.387.193.017,50",Hospital de Clinicas de Porto Alegre,Ministerio da Educacao,"1.284.423.278,74"
2018,26298,26000,"57.314.941.047,04","47.703.396.688,28",Fundo Nacional de Desenvolvimento da Educacao,Ministerio da Educacao,"47.692.355.141,19"
2018,26350,26000,"351.778.580,96","290.618.418,35",Fundacao Universidade Federal da Grande Dourados,Ministerio da Educacao,"271.864.202,91"
2018,26351,26000,"299.267.208,49","281.772.143,48",Universidade Federal do Reconcavo da Bahia,Ministerio da Educacao,"260.862.006,48"
2018,26352,26000,"315.882.182,85","277.628.190,39",Fundacao Universidade Federal do ABC,Ministerio da Educacao,"262.528.974,44"
2018,26432,26000,"428.733.673,61","367.339.502,14",Instituto Federal do Parana,Ministerio da Educacao,"341.782.442,33"
2018,26440,26000,"279.465.352,02","244.026.211,97",Universidade Federal da Fronteira Sul,Ministerio da Educacao,"229.419.405,35"
2018,26441,26000,"202.344.499,39","176.191.120,21",Universidade Federal do Oeste do Para,Ministerio da Educacao,"165.904.005,68"
2018,26442,26000,"142.642.158,44","134.530.500,76",Universidade da Integracao Internacional da Lusofonia Afro-Brasileira,Ministerio da Educacao,"128.543.119,83"
2018,26443,26000,"5.225.243.385,05","4.816.606.391,95",Empresa Brasileira de Servicos Hospitalares,Ministerio da Educacao,"4.530.377.623,69"
2018,26447,26000,"112.550.784,10","103.324.771,12",Universidade Federal do Oeste da Bahia ,Ministerio da Educacao,"98.599.774,78"
2018,26448,26000,"144.236.219,31","117.113.542,76",Universidade Federal do Sul e Sudeste do Para,Ministerio da Educacao,"110.532.336,39"
2018,26449,26000,"117.793.226,61","102.072.662,88",Universidade Federal do Cariri,Ministerio da Educacao,"96.356.872,44"
2018,26450,26000,"111.218.053,11","107.028.128,23",Universidade Federal do Sul da Bahia,Ministerio da Educacao,"101.726.011,70"
2018,28500,25000,"87.500,00","87.500,00",Fundo de Garantia para a Promocao da Competitividade,Ministerio da Economia,"87.500,00"
2018,29205,53000,"449.183.121,42","398.486.032,61",Empresa de Trens Urbanos de Porto Alegre,Ministerio do Desenvolvimento Regional,"379.990.344,26"
2018,29208,32000,"591.854.735,42","537.920.624,74",Companhia de Pesquisa de Recursos Minerais,Ministerio de Minas e Energia,"498.940.272,88"
2018,29214,53000,"1.169.358.533,38","1.048.682.011,09",Companhia Brasileira de Trens Urbanos,Ministerio do Desenvolvimento Regional,"1.004.605.730,38"
2018,30000,30000,"980.133.328,07","694.550.643,51",Ministerio da Justica e Seguranca Publica - Unidades com vinculo direto,Ministerio da Justica e Seguranca Publica,"657.846.092,67"
2018,30108,30000,"7.295.441.031,16","6.899.329.212,98",Departamento de Policia Federal,Ministerio da Justica e Seguranca Publica,"6.498.865.532,29"
2018,30202,81000,"628.348.069,67","514.384.540,43",Fundacao Nacional do açndio,"Ministerio da Mulher, Familia e Direitos Humanos","482.909.607,56"
2018,30203,25000,"773.031.772,32","740.668.823,57","Instituto Nacional de Metrologia, Qualidade e Tecnologia",Ministerio da Economia,"721.303.492,93"
2018,30204,25000,"379.145.516,31","372.894.358,94",Instituto Nacional da Propriedade Industrial,Ministerio da Economia,"353.054.917,73"
2018,30205,81000,"8.805.863,38","7.207.501,06",Fundacao Nacional do açndio - Patrimonio Indigena,"Ministerio da Mulher, Familia e Direitos Humanos","7.204.315,06"
2018,30211,30000,"57.305.074,56","36.955.738,87",Conselho Administrativo de Defesa Economica,Ministerio da Justica e Seguranca Publica,"35.897.889,33"
2018,30802,30000,"4.870.852.965,48","4.447.616.427,31",Departamento de Policia Rodoviaria Federal,Ministerio da Justica e Seguranca Publica,"4.178.292.723,62"
2018,30905,30000,"1.408.630,39","1.408.630,39",Secretaria Nacional do Consumidor Fundo,Ministerio da Justica e Seguranca Publica,"1.408.630,39"
2018,30907,30000,"251.410.568,48","152.449.905,63",Fundo Penitenciario Nacional,Ministerio da Justica e Seguranca Publica,"152.373.515,27"
2018,30911,30000,"547.684.946,88","234.812.372,70",Fundo Nacional de Seguranca Publica,Ministerio da Justica e Seguranca Publica,"234.795.879,73"
2018,30912,30000,"140.895.082,46","4.134.493,32",Fundo Nacional Antidrogas,Ministerio da Justica e Seguranca Publica,"4.134.493,32"
2018,30913,81000,"10.605.341,06","7.194.938,51",Fundo Nacional para a Crianca e o Adolescente,"Ministerio da Mulher, Familia e Direitos Humanos","7.194.938,51"
2018,30914,81000,"4.950.000,00","3.394.994,82",Fundo Nacional do Idoso,"Ministerio da Mulher, Familia e Direitos Humanos","3.394.994,82"
2018,31280,52000,"259.327.042,87","211.517.030,94",Caixa de Construcoes de Casas para o Pessoal da Marinha do Brasil,Ministerio da Defesa,"211.517.030,94"
2018,32000,32000,"34.687.695.388,38","34.155.766.953,79",Ministerio de Minas e Energia - Unidades com vinculo direto,Ministerio de Minas e Energia,"34.142.292.706,45"
2018,32205,32000,"9.912.467.649,25","5.180.002.839,45","Agencia Nacional do Petroleo, Gas Natural e Biocombustiveis",Ministerio de Minas e Energia,"5.164.987.806,70"
2018,32210,32000,"3.986.427.306,69","3.931.273.424,50",Agencia Nacional de Energia Eletrica,Ministerio de Minas e Energia,"3.919.310.238,06"
2018,32263,32000,"251.400.589,63","239.413.229,91",Departamento Nacional de Producao Mineral,Ministerio de Minas e Energia,"219.392.750,30"
2018,32314,32000,"125.995.625,17","110.550.643,21",Empresa de Pesquisa Energetica,Ministerio de Minas e Energia,"107.004.357,44"
2018,32396,32000,"2.327.746.063,74","1.728.564.956,50",Agencia Nacional de Mineracao,Ministerio de Minas e Energia,"1.728.564.956,50"
2018,33206,25000,"44.345.061,84","41.471.180,43",Superintendencia Nacional de Previdencia Complementar,Ministerio da Economia,"39.306.663,20"
2018,34902,55000,"26.992.829,91","16.863.435,93",Fundo Nacional de Cultura,Ministerio da Cidadania,"15.287.366,93"
2018,35000,35000,"3.656.093.209,04","3.551.026.486,36",Ministerio das Relacoes Exteriores - Unidades com vinculo direto,Ministerio das Relacoes Exteriores,"3.508.015.034,45"
2018,35201,35000,"14.880.935,44","14.706.869,88",Fundacao Alexandre de Gusmao,Ministerio das Relacoes Exteriores,"14.092.650,32"
